wavelengths,fluxes,convolved_flux,filter_wavelengths,filter_trans
  2.524000E+02,  0.000000E+00,  0.000000E+00,  3.250000E+03,  3.870541E-05
  2.568000E+02,  0.000000E+00,  0.000000E+00,  3.260000E+03,  1.757720E-04
  2.600000E+02,  0.000000E+00,  0.000000E+00,  3.270000E+03,  6.494854E-04
  2.640000E+02,  2.676655E-18,  1.036010E-22,  3.280000E+03,  1.966908E-03
  2.685000E+02,  1.234425E-17,  4.777895E-22,  3.290000E+03,  5.010831E-03
  2.735000E+02,  4.161229E-17,  1.610621E-21,  3.300000E+03,  1.094581E-02
  2.785000E+02,  1.145910E-16,  4.435293E-21,  3.310000E+03,  2.070354E-02
  2.840000E+02,  3.051954E-16,  1.181272E-20,  3.320000E+03,  3.469679E-02
  2.900000E+02,  8.276381E-16,  3.203407E-20,  3.330000E+03,  5.253193E-02
  2.960000E+02,  2.071034E-15,  8.016023E-20,  3.340000E+03,  7.353885E-02
  3.010000E+02,  4.260040E-15,  1.648866E-19,  3.350000E+03,  9.603523E-02
  3.080000E+02,  1.088579E-14,  4.213391E-19,  3.360000E+03,  1.187758E-01
  3.180000E+02,  3.849327E-14,  1.489898E-18,  3.370000E+03,  1.422786E-01
  3.280000E+02,  1.221370E-13,  4.727362E-18,  3.380000E+03,  1.655577E-01
  3.380000E+02,  3.593137E-13,  1.390739E-17,  3.390000E+03,  1.885691E-01
  3.480000E+02,  9.787854E-13,  3.788429E-17,  3.400000E+03,  2.097770E-01
  3.570000E+02,  2.267127E-12,  8.775010E-17,  3.410000E+03,  2.288162E-01
  3.660000E+02,  5.086632E-12,  1.968802E-16,  3.420000E+03,  2.438768E-01
  3.750000E+02,  1.082011E-11,  4.187970E-16,  3.430000E+03,  2.516830E-01
  3.850000E+02,  2.399608E-11,  9.287781E-16,  3.440000E+03,  2.520280E-01
  3.950000E+02,  5.057817E-11,  1.957649E-15,  3.450000E+03,  2.462371E-01
  4.050000E+02,  1.027249E-10,  3.976012E-15,  3.460000E+03,  2.366071E-01
  4.140000E+02,  1.884684E-10,  7.294747E-15,  3.470000E+03,  2.241772E-01
  4.220000E+02,  3.137293E-10,  1.214302E-14,  3.480000E+03,  2.092279E-01
  4.300000E+02,  5.110809E-10,  1.978160E-14,  3.490000E+03,  1.945303E-01
  4.410000E+02,  9.769535E-10,  3.781339E-14,  3.500000E+03,  1.846486E-01
  4.510000E+02,  1.706683E-09,  6.605788E-14,  3.510000E+03,  1.793058E-01
  4.600000E+02,  2.746105E-09,  1.062891E-13,  3.520000E+03,  1.782713E-01
