wavelengths,fluxes,convolved_flux,filter_wavelengths,filter_trans
  2.524000E+02,  0.000000E+00,  0.000000E+00,  3.247500E+03,  7.000000E-05
  2.568000E+02,  0.000000E+00,  0.000000E+00,  3.250000E+03,  1.100000E-04
  2.600000E+02,  0.000000E+00,  0.000000E+00,  3.252500E+03,  1.500000E-04
  2.640000E+02,  2.676655E-18,  1.873659E-22,  3.255000E+03,  2.000000E-04
  2.685000E+02,  1.234425E-17,  8.640978E-22,  3.257500E+03,  2.800000E-04
  2.735000E+02,  4.161229E-17,  2.912860E-21,  3.260000E+03,  3.800000E-04
  2.785000E+02,  1.145910E-16,  8.021373E-21,  3.262500E+03,  5.200000E-04
  2.840000E+02,  3.051954E-16,  2.136368E-20,  3.265000E+03,  6.900000E-04
  2.900000E+02,  8.276381E-16,  5.793467E-20,  3.267500E+03,  9.100000E-04
  2.960000E+02,  2.071034E-15,  1.449724E-19,  3.270000E+03,  1.180000E-03
  3.010000E+02,  4.260040E-15,  2.982028E-19,  3.272500E+03,  1.490000E-03
  3.080000E+02,  1.088579E-14,  7.620056E-19,  3.275000E+03,  1.870000E-03
  3.180000E+02,  3.849327E-14,  2.694529E-18,  3.277500E+03,  2.340000E-03
  3.280000E+02,  1.221370E-13,  8.549589E-18,  3.280000E+03,  2.890000E-03
  3.380000E+02,  3.593137E-13,  2.515196E-17,  3.282500E+03,  3.520000E-03
  3.480000E+02,  9.787854E-13,  6.851498E-17,  3.285000E+03,  4.230000E-03
  3.570000E+02,  2.267127E-12,  1.586989E-16,  3.287500E+03,  5.090000E-03
  3.660000E+02,  5.086632E-12,  3.560643E-16,  3.290000E+03,  6.060000E-03
  3.750000E+02,  1.082011E-11,  7.574079E-16,  3.292500E+03,  7.100000E-03
  3.850000E+02,  2.399608E-11,  1.679726E-15,  3.295000E+03,  8.270000E-03
  3.950000E+02,  5.057817E-11,  3.540472E-15,  3.297500E+03,  9.570000E-03
  4.050000E+02,  1.027249E-10,  7.190747E-15,  3.300000E+03,  1.099000E-02
  4.140000E+02,  1.884684E-10,  1.319279E-14,  3.302500E+03,  1.252000E-02
  4.220000E+02,  3.137293E-10,  2.196105E-14,  3.305000E+03,  1.416000E-02
  4.300000E+02,  5.110809E-10,  3.577566E-14,  3.307500E+03,  1.594000E-02
  4.410000E+02,  9.769535E-10,  6.838675E-14,  3.310000E+03,  1.784000E-02
  4.510000E+02,  1.706683E-09,  1.194678E-13,  3.312500E+03,  1.980000E-02
