                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "5d9f195f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250718"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                                     Teff                                 log_Teff                                    log_L                                    log_R                                    log_g                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                           conv_mx1_top_r                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              cz_top_mass                            cz_top_radius                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   radius                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                       phase_of_evolution                              num_retries                                num_iters                             elapsed_time                                  Mag_bol                                 Flux_bol                               Gbp_bright                                      Gbp                                Gbp_faint                                        G                                      Grp                                     Grvs 
                                       1                                      541                  1.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999993969304E+000                  3.3997475914644305E+001                 -9.2196323157571243E+000                  4.7577638102479759E+003                  3.6774028785478143E+000                  2.8838700617929196E+000                  1.6097824346653287E+000                  1.9174727622561125E+000                  0.0000000000000000E+000                  9.9999958074243167E-001                  2.8395180197955384E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999958074243167E-001                  2.8395180197955384E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0696154509438898E+001                                        0                  2.8395180197955384E-002                                        1                  9.9999958594965110E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999979031090884E+000                  4.0696154509438898E+001                 -1.3353436432932169E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3353436432932169E+001                 -1.3353436432932169E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0717624659197760E+001                  0.0000000000000000E+000                  1.0951545720867522E+001                 -3.1586239427553702E+000                  5.9567113691855589E+000                  5.9434844506579421E-001                  8.7790430646776130E-001                  1.2246084463941413E+000                  7.5580000000000003E-001                  2.4277416119343223E-001                  2.4128183525502317E-004                  6.5663693516044707E-004                  2.4128183525502317E-004                  6.5663693516044707E-004                  3.7789999995442018E+000                  1.2138708058207512E+000                                        1                                        0                                        2                  1.0695330600000000E-001                 -1.0152983256412538E+001                  1.1513127191488778E+004                 -1.6762451779931563E+001                 -1.6759870579881259E+001                 -1.6703386935104497E+001                 -1.7431891662113788E+001                 -1.8418934008106554E+001                 -1.8899422982186479E+001 
                                       2                                      543                  2.2000000000000002E+000                  7.9181246047624804E-002                  4.9999999986734611E+000                  3.3997475914581464E+001                 -9.2197610851344631E+000                  4.7586987553249037E+003                  3.6774882130902036E+000                  2.8841146290960751E+000                  1.6097340492321268E+000                  1.9175695330596763E+000                  0.0000000000000000E+000                  9.9999955079553371E-001                  2.5303747454740004E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999955079553371E-001                  2.5303747454740004E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0690250520133354E+001                                        0                  2.5303747454740004E-002                                        1                  9.9999957985027610E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999977526511303E+000                  4.0690250520133354E+001                 -1.3352756771397418E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3352756771397418E+001                 -1.3352756771397418E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0713088497109482E+001                  0.0000000000000000E+000                  1.0951735838500566E+001                 -3.1584791691725926E+000                  5.9567568717841066E+000                  5.9434844009534182E-001                  8.7790430646776130E-001                  1.2246084463941411E+000                  7.5580000000000003E-001                  2.4277416119343223E-001                  2.4128183525502317E-004                  6.5663693516044707E-004                  2.4128183525502317E-004                  6.5663693516044707E-004                  3.7789999989974068E+000                  1.2138708056451122E+000                                        2                                        0                                        3                  3.2561793900000002E-001                 -1.0153795181965364E+001                  1.1521740055446991E+004                 -1.6763605465326037E+001                 -1.6761024040314474E+001                 -1.6704552780437385E+001                 -1.7432796363129341E+001                 -1.8419636751021784E+001                 -1.8900005607094123E+001 
                                       3                                      541                  3.6400000000000001E+000                  1.5836249209524964E-001                  4.9999999978047187E+000                  3.3997475914506012E+001                 -9.2194714662682227E+000                  4.7587516571848673E+003                  3.6774930410609037E+000                  2.8840184499365420E+000                  1.6096763037109609E+000                  1.9176850240265504E+000                  0.0000000000000000E+000                  9.9999958074243156E-001                  2.7587826574910754E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999958074243156E-001                  2.7587826574910754E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0686173536776877E+001                                        0                  2.7587826574910754E-002                                        1                  9.9999958590581584E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999979015168767E+000                  4.0686173536776877E+001                 -1.3351941317601238E+001                 -9.8999999999999986E+001                 -2.9199909579406174E+001                 -1.3351941317601238E+001                 -1.3351941317601238E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0707675482854469E+001                  0.0000000000000000E+000                  1.0951963889628480E+001                 -3.1583055030528864E+000                  5.9568114474458929E+000                  5.9434843413495297E-001                  8.7790430646776130E-001                  1.2246084463941411E+000                  7.5580000000000003E-001                  2.4277416119343223E-001                  2.4128183525502322E-004                  6.5663693516044707E-004                  2.4128183525502317E-004                  6.5663693516044707E-004                  3.7789999983408049E+000                  1.2138708054342027E+000                                        2                                        0                                        2                  4.9502203400000000E-001                 -1.0153566154984421E+001                  1.1519309896967583E+004                 -1.6763395841460124E+001                 -1.6760814432954177E+001                 -1.6704344135793527E+001                 -1.7432571420405964E+001                 -1.8419399730684095E+001                 -1.8899764865247096E+001 
                                       4                                      544                  5.3680000000000003E+000                  2.3754373814287447E-001                  4.9999999967626554E+000                  3.3997475914415496E+001                 -9.2196496988803300E+000                  4.7588157884093462E+003                  3.6774988937826349E+000                  2.8839033681502517E+000                  1.6096070573743526E+000                  1.9178235166092545E+000                  0.0000000000000000E+000                  9.9999958074243145E-001                  2.7769193320737538E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999958074243145E-001                  2.7769193320737538E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0679680056037924E+001                                        0                  2.7769193320737538E-002                                        1                  9.9999958611732154E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999979004748134E+000                  4.0679680056037924E+001                 -1.3350963217575130E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3350963217575130E+001                 -1.3350963217575130E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0701185341254146E+001                  0.0000000000000000E+000                  1.0952237441949597E+001                 -3.1580971812252652E+000                  5.9568769070375964E+000                  5.9434842698728585E-001                  8.7790430646776130E-001                  1.2246084463941411E+000                  7.5579999999999992E-001                  2.4277416119343223E-001                  2.4128183525502317E-004                  6.5663693516044707E-004                  2.4128183525502317E-004                  6.5663693516044707E-004                  3.7789999975532171E+000                  1.2138708051812173E+000                                        2                                        0                                        2                  6.9338504300000003E-001                 -1.0153292293890237E+001                  1.1516404685766245E+004                 -1.6763145499604658E+001                 -1.6760564110712451E+001                 -1.6704094976948905E+001                 -1.7432302525960040E+001                 -1.8419116204299971E+001                 -1.8899476784950025E+001 
                                       5                                      541                  7.4416000000000002E+000                  3.1672498419049927E-001                  4.9999999955127938E+000                  3.3997475914306932E+001                 -9.2198630877218992E+000                  4.7588927094333612E+003                  3.6775059136186137E+000                  2.8837653410597421E+000                  1.6095240041571408E+000                  1.9179896229351163E+000                  0.0000000000000000E+000                  9.9999958074243156E-001                  2.7836963337987946E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999958074243156E-001                  2.7836963337987946E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0671893218362300E+001                                        0                  2.7836963337987946E-002                                        1                  9.9999958637122188E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999978992249536E+000                  4.0671893218362300E+001                 -1.3349790154261051E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3349790154261051E+001                 -1.3349790154261051E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0693402508814806E+001                  0.0000000000000000E+000                  1.0952565549082582E+001                 -3.1578473048160740E+000                  5.9569554131923699E+000                  5.9434841841710095E-001                  8.7790430646776130E-001                  1.2246084463941411E+000                  7.5580000000000003E-001                  2.4277416119343223E-001                  2.4128183525502317E-004                  6.5663693516044707E-004                  2.4128183525502317E-004                  6.5663693516044696E-004                  3.7789999966085701E+000                  1.2138708048777840E+000                                        2                                        0                                        2                  8.5928043700000001E-001                 -1.0152963829104742E+001                  1.1512921186509311E+004                 -1.6762845242308572E+001                 -1.6760263876949093E+001                 -1.6703796138489434E+001                 -1.7431980017596651E+001                 -1.8418776146552982E+001                 -1.8899131264730759E+001 
                                       6                                      544                  9.9299199999999992E+000                  3.9590623023812410E-001                  4.9999999940138435E+000                  3.3997475914176739E+001                 -9.2201190228901098E+000                  4.7589849537358978E+003                  3.6775143317120156E+000                  2.8835998047578109E+000                  1.6094243998193711E+000                  1.9181888314804587E+000                  0.0000000000000000E+000                  9.9999958074243145E-001                  2.7910996291208013E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999958074243145E-001                  2.7910996291208013E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0662556556312069E+001                                        0                  2.7910996291208013E-002                                        1                  9.9999958667529187E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999978977260033E+000                  4.0662556556312069E+001                 -1.3348383422983876E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3348383422983876E+001                 -1.3348383422983876E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0684070650334426E+001                  0.0000000000000000E+000                  1.0952959053393117E+001                 -3.1575476111581744E+000                  5.9570495551112845E+000                  5.9434840814300549E-001                  8.7790430646776130E-001                  1.2246084463941411E+000                  7.5580000000000003E-001                  2.4277416119343223E-001                  2.4128183525502317E-004                  6.5663693516044707E-004                  2.4128183525502320E-004                  6.5663693516044707E-004                  3.7789999954756617E+000                  1.2138708045138764E+000                                        2                                        0                                        2                  1.0877727870000000E+000                 -1.0152569896962277E+001                  1.1508744769597903E+004                 -1.6762485133617105E+001                 -1.6759903796494505E+001                 -1.6703437731184597E+001                 -1.7431593227164175E+001                 -1.8418368311536106E+001                 -1.8898716879141503E+001 
