                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "1339f37"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250717"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                                     Teff                                 log_Teff                                    log_L                                    log_R                                    log_g                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                           conv_mx1_top_r                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              cz_top_mass                            cz_top_radius                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   radius                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                             elapsed_time                                  Mag_bol                                 Flux_bol                               Gbp_bright                                      Gbp                                Gbp_faint                                        G                                      Grp                                     Grvs 
                                       1                                      477                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.4999999942658315E+001                  3.4474597167756137E+001                 -7.2415295383695915E+000                  4.1239588890153291E+003                  3.6153143272315611E+000                  3.9428525379265129E+000                  2.2634507753646309E+000                  1.0872573339693401E+000                  0.0000000000000000E+000                  9.9998822646168806E-001                  4.9134212880372549E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998822646168806E-001                  4.9134212880372549E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8309832916959002E+002                                        0                  4.9134212880372549E-002                                        1                  9.9998881027651676E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999823339584310E+001                  1.8309832916959002E+002                 -1.6895549313021679E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6895549313021679E+001                 -1.6895549313021679E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8342172579765753E+002                  0.0000000000000000E+000                  9.3389992244485569E+000                 -4.5911801092718978E+000                  5.7463968215894425E+000                  6.1270736738581888E-001                  8.5900475343229010E-001                  1.2724973475622732E+000                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4128183525503081E-003                  6.5663693516046784E-003                  2.4128183525503086E-003                  6.5663693516046793E-003                  1.0769999958828674E+001                  4.0195721757279550E+000                                        0                                        2                  8.3101724000000002E-002                 -1.2630906989274095E+001                  1.1281394742630799E+005                 -1.8894200224308186E+001                 -1.8891917467009797E+001                 -1.8827788882837492E+001                 -1.9785466728768238E+001                 -2.0931792840304254E+001                 -2.1496236075942157E+001 
                                       2                                      483                  2.2000000000000002E+000                  7.9181246047624804E-002                  1.4999999873979849E+001                  3.4474597165767690E+001                 -7.2423606728480960E+000                  4.1271742331363403E+003                  3.6156528034769897E+000                  3.9436133641021769E+000                  2.2631542359616064E+000                  1.0878504107869438E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9244241637551735E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9244241637551735E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8297266484451183E+002                                        0                  4.9244241637551735E-002                                        1                  9.9998875099728513E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999823270906651E+001                  1.8297266484451183E+002                 -1.6890843022366301E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6890843022366301E+001                 -1.6890843022366301E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8329652686924564E+002                  0.0000000000000000E+000                  9.3401625378726010E+000                 -4.5902826386712690E+000                  5.7466709357620376E+000                  6.1270713447631542E-001                  8.5900475343229032E-001                  1.2724973475622736E+000                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4128183525503086E-003                  6.5663693516046784E-003                  2.4128183525503086E-003                  6.5663693516046784E-003                  1.0769999909517535E+001                  4.0195721573240899E+000                                        0                                        3                  6.6713462700000004E-001                 -1.2633913015535313E+001                  1.1312672282765838E+005                 -1.8899872592965476E+001                 -1.8897587758829641E+001                 -1.8833474592394790E+001                 -1.9789640022601176E+001                 -2.0934970129767791E+001                 -2.1498679088504421E+001 
                                       3                                      482                  3.6400000000000001E+000                  1.5836249209524964E-001                  1.4999999791417807E+001                  3.4474597163377275E+001                 -7.2415820575306826E+000                  4.1275947036750067E+003                  3.6156970465166922E+000                  3.9431032188132145E+000                  2.2628106772377197E+000                  1.0885375258443013E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9390605135056130E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9390605135056130E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8282763564614586E+002                                        0                  4.9390605135056130E-002                                        1                  9.9998877627100435E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999823188345580E+001                  1.8282763564614586E+002                 -1.6885206870653313E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6885206870653313E+001                 -1.6885206870653313E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8315158323795430E+002                  0.0000000000000000E+000                  9.3415564383128835E+000                 -4.5892071017091824E+000                  5.7469992669870829E+000                  6.1270685531021296E-001                  8.5900475343229010E-001                  1.2724973475622736E+000                  7.1800000000000008E-001                  2.6797147940625965E-001                  2.4128183525503086E-003                  6.5663693516046784E-003                  2.4128183525503081E-003                  6.5663693516046784E-003                  1.0769999850237982E+001                  4.0195721351998124E+000                                        0                                        3                  1.1663762310000001E+000                 -1.2632779062402326E+001                  1.1300863388865326E+005                 -1.8899084135544641E+001                 -1.8896799064036600E+001                 -1.8832689235355449E+001                 -1.9788650608636591E+001                 -2.0933850008963987E+001                 -2.1497485856293110E+001 
                                       4                                      467                  5.3680000000000003E+000                  2.3754373814287447E-001                  1.4999999692565895E+001                  3.4474597160515223E+001                 -7.2425586558813979E+000                  4.1281135196843143E+003                  3.6157516315199811E+000                  3.9425005553663657E+000                  2.2624001755077177E+000                  1.0893585264422496E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9595572226448462E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998822646168795E-001                  4.9595572226448462E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8265449703916590E+002                                        0                  4.9595572226448462E-002                                        1                  9.9998880303867244E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999823089494834E+001                  1.8265449703916590E+002                 -1.6878461229685730E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6878461229685730E+001                 -1.6878461229685730E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8297854737508325E+002                  0.0000000000000000E+000                  9.3432257618746153E+000                 -4.5879187498447225E+000                  5.7473922739062262E+000                  6.1270652088576882E-001                  8.5900475343229010E-001                  1.2724973475622732E+000                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4128183525503090E-003                  6.5663693516046784E-003                  2.4128183525503090E-003                  6.5663693516046793E-003                  1.0769999779262308E+001                  4.0195721087103253E+000                                        0                                        3                  1.6985830609999999E+000                 -1.2631446934217008E+001                  1.1287006462031658E+005                 -1.8898178071560071E+001                 -1.8895892704831951E+001                 -1.8831786943617399E+001                 -1.9787496979335671E+001                 -2.0932535202072138E+001                 -2.1496079895125007E+001 
                                       5                                      482                  7.4416000000000002E+000                  3.1672498419049927E-001                  1.4999999574259361E+001                  3.4474597157089896E+001                 -7.2437162519843863E+000                  4.1287356032938969E+003                  3.6158170723377583E+000                  3.9417801486218349E+000                  2.2619090904998980E+000                  1.0903406930325641E+000                  0.0000000000000000E+000                  9.9998882187764593E-001                  4.9912135797144000E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998882187764593E-001                  4.9912135797144000E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8245979949996791E+002                                        0                  4.9912135797144000E-002                                        1                  9.9998883799835936E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999831902428808E+001                  1.8245979949996791E+002                 -1.6870392160231386E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6870392160231386E+001                 -1.6870392160231386E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8277175857140062E+002                  0.0000000000000000E+000                  9.3452239826360533E+000                 -4.5863761139035955E+000                  5.7478624124329194E+000                  6.1270612043474215E-001                  8.5900475343229010E-001                  1.2724973475622734E+000                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4128183525503086E-003                  6.5663693516046784E-003                  2.4128183525503086E-003                  6.5663693516046801E-003                  1.0769999694318221E+001                  4.0195720770075472E+000                                        0                                        3                  2.1921126360000001E+000                 -1.2629855091124220E+001                  1.1270470236711002E+005                 -1.8897096627467175E+001                 -1.8894810905699511E+001                 -1.8830710025895755E+001                 -1.9786118935562495E+001                 -2.0930964001186215E+001                 -2.1494399390483107E+001 
                                       6                                      482                  9.9299199999999992E+000                  3.9590623023812410E-001                  1.4999999432743243E+001                  3.4474597152992587E+001                 -7.2451003303260544E+000                  4.1294826015272120E+003                  3.6158956406689788E+000                  3.9409197766059445E+000                  2.2613217678295112E+000                  1.0915153342760262E+000                  0.0000000000000000E+000                  9.9998882187764593E-001                  5.0386663863295676E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998882187764593E-001                  5.0386663863295676E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8221264533751935E+002                                        0                  5.0386663863295676E-002                                        1                  9.9998888480672965E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.4999831760914272E+001                  1.8221264533751935E+002                 -1.6860746041364528E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6860746041364528E+001                 -1.6860746041364528E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8252475233656332E+002                  0.0000000000000000E+000                  9.3476146701197056E+000                 -4.5845298417736329E+000                  5.7484244537512019E+000                  6.1270564111899761E-001                  8.5900475343229010E-001                  1.2724973475622734E+000                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4128183525503090E-003                  6.5663693516046784E-003                  2.4128183525503086E-003                  6.5663693516046810E-003                  1.0769999592709647E+001                  4.0195720390852614E+000                                        0                                        3                  2.7155703820000001E+000                 -1.2627955205746986E+001                  1.1250765746883285E+005                 -1.8895808956775110E+001                 -1.8893522807065246E+001                 -1.8829427791882487E+001                 -1.9784475469747179E+001                 -2.0929088740946085E+001                 -2.1492392813585464E+001 
